place_id,name,address,lat,lng,rating,total_ratings,price_level,busyness_score,types,phone,website,open_now,review_count,review_texts,avg_review_rating,collected_at
ChIJvyjbVvJZ4joR3GVpKDcZodc,Chinese Dragon Cafe - Rajagiriya,"No. 1082 Kotte Rd, Rajagiriya 00800, Sri Lanka",6.9077847,79.90001649999999,4.2,2840.0,2.0,75.0,"establishment, food, point_of_interest, restaurant",0117 808 080,http://www.chinesedragoncafe.lk/,True,5,"☙ The food was absolutely delicious with authentic flavors, generous portions, and nice presentation.

☙ Every dish was fresh, tasty, and served hot. The food was very enjoyable.

☙ The portions were large, and the prices are fair and reasonable.

☙ The staff were friendly and helpful. and the service was quick and smooth.

☙ The place is clean and comfortable, making it a nice spot to sit and eat.

❧ The ambiance is okay, but it could be improved to feel more special.

♨ Overall, Chinese Dragon Cafe - Rajagiriya is a friendly and pleasant place for good Chinese food.

♨ I would recommend it for good food and value ♨ | A trusted place for years, and their branches have the same flavours and taste profile.

Service can be a little slow, but worth it ultimately.

Prices are on the high side, and have steadily increased.  Family of four would spend around 10,000 with 4 dishes.

Don't forget to try the popular and famous hot butter cuttlefish | Chinese Dragon Cafe in Rajagiriya is conveniently located and easy to access. The ambiance is moderate but comfortable, and the staff are friendly and attentive. Food quality is decent, with prices that are quite reasonable for what you get. Overall, a good place for a casual meal with balanced taste, price, and service. | We recently visited Chinese Dragon Café in Rajagiriya and had a really enjoyable experience. We ordered 2 Cokes along with a regular portion of fried rice with shrimp and chicken. The food was delicious, well-cooked, and flavorful, with the shrimp and chicken adding a nice balance of taste. The portion size was very generous, definitely worth the price, and more than enough for a satisfying meal.

What makes the place stand out is not only the quality of the food but also the customer service. The staff were polite, attentive, and made sure we were comfortable throughout. The environment was clean, nicely set up, and had a welcoming vibe that makes it a pleasant spot for dining, whether with family, friends, or even just a casual outing.

Overall, Chinese Dragon Café Rajagiriya offers both great food and a good atmosphere, making it a place I would definitely recommend and visit again. | RAJAGIRIYA OUTLET..I ordered the Chinese dragon set menu..it took more than 1 hour and 26 minutes... normally there say 45 minutes to 1 hour...if it is late more than one hour what is the rule in sri lanka for this?? Driver came and argued with and he took the food back....early inside in my food had a big warm on the chopsuey..for that I didn't take a action...now I thought show how chinese dragon service",3.8,2026-05-02T08:06:56.971627+00:00
ChIJyWBpyhlZ4joRtHknTf4wN2U,Nom Nom Thai Seafood Restaurant,"335A McCallum Rd, Colombo 01000, Sri Lanka",6.931068499999999,79.8552807,3.6,1152.0,2.0,62.7,"establishment, food, point_of_interest, restaurant",0112 380 972,https://www.facebook.com/Cey-Nor-Thai-670852179933621,True,5,"Thai food is a flavorful journey that tantalizes the taste buds with its perfect blend of sweet, salty, sour, and spicy flavors. Whether you're a fan of classic Pad Thai, rich Green Curry , Good place to have a get together in colombo. Anyway food is good. ❤️ | The worst sea food experience I ever had. Food was awful. Staff very rude. The Chef didn’t even step out when spoken to. I ordered a seafood grill but the dish came as a boiled seafood platter. Garlic bread was with raw garlic. Sea food was stale as well. Staff said they don’t have lime. What type of a seafood restaurant operates with out lime. We didn’t eat any thing we ordered. Came back never to go again | The view is great on both day and night with Colombo skyline and the Beire Lake. Outdoor seating give a nice feeling at night. You can arrange a group party there with bites and buffet. Hoppers, kottu, noodles, fried rice etc available. Calm place. The indoor area is also gives a unique feeling. Parking is not an issue here. | When we last visited on a Saturday, we had to order our menus in advance and wait for soft drinks to be ordered and delivered from somewhere else. I don't know if it was due to the current situation or not but somehow it was a bit awkward. And the level of service was lacking. Considering the service and the way we felt, the food was pricey. But the scenic view is good. | Food wasn’t that great but ambience & view will absolutely sweep you off your feet.

It’s good place for a small get together.
Ambience- awesome
Restaurant- can’t call it a restaurant
Parking - ample
Amenities- basic",2.8,2026-05-02T08:06:56.971627+00:00
ChIJZ0VRtSVZ4joR_Tcsc7YqdfU,Heladiv Tea Club,"No 8, Old, Dutch Hospital, Colombo 20000, Sri Lanka",6.9336498,79.8435544,4.2,426.0,3.0,49.7,"establishment, food, point_of_interest, restaurant",077 267 3873,,,5,"The experience is wonderful. Food is super nice looking as well as taste is wonderful. But the talking about the price point, portion is not values for the price. But overall the experience is super good. Further have to mention on the Happy Hour drink offers. Worth the price. And as at today, 33% VAT is charged. Overall if you are trying out outlets in dutch hospital, Heladiv tea club is a must. | One place that have never let us down.. Been there several times now and the service was great and consistant irrespective of the server. Food is always great; in love with the mustard pork bite and the chicken sliders. All the signature cocktails are amazing ( beware of the high alcohol % though 😉). With the all day BOGOF it is the ideal place for a meetup anytime of the day. | Located at Dutch Hospital surrounded by many other restaurants and pubs. Quiet place during lunch hours, but crowded during the evenings. Since most of the people come to relax after work, gatherings.

Parking space is common for all the restaurants and need to take a ticket, which is not computerised, but managed by a group of people. Food was good for price especially Caramel Tea. Alcohol is also available. Friendly staff. | Finally found the only place in Colombo that serves shisha from 8:30AM with correct working hours. However, their expected time of preparing shisha is 30-40 minutes. Hookah is bad but average for Colombo. They do it only on the terrace so the coils are always closed and burn tobacco very fast. They have only Adalya like tobacco or something, so you know the deal. I also had a fruit platter which was served for 30 minutes in the evening. Quality of these fruits were below average, but still enjoyable. At nights, they can miss your request and ignore your asking at all. | Calamari is the one of the best food we ever eat in sri lanka. Highly recommended",4.6,2026-05-02T08:06:56.971627+00:00
ChIJs4RfQw5Z4joRELts0VrPYhw,Ibrahim Eating House (Beruwala Kade),"25 Ven Baddegama Wimalawansa Mawatha, Colombo 01000, Sri Lanka",6.9267996,79.8652721,4.1,670.0,1.0,60.9,"establishment, food, point_of_interest, restaurant",0112 696 930,,True,5,"The beef koththu never disappoints! Truly worth the money spent | Ibrahim Eating House never disappoints! Their beef kudu is my top favorite — rich, flavourful, and always cooked perfectly. The prices are very reasonable, especially for the quality of the food. One of the best places for tasty Sri Lankan dishes | I ordered from Uber eats guys I need to warn you, it was amazing I got the beef fried rice it tasted so good it tasted like fried rice and biriyani and and it was a little spicy for me but little did I know their gravy tasted like so similar to the elephant house hot dog sauce, it was truly lovely. Enough for 2 people. | I know from 1998. On that, your rice and curry are delicious and valuable for money. But after the renovation management should consider the food quality and customer care. | I once ordered food from here via PickMe. Even though the food was somewhat okay, I would give it only 1 star because the packaging was extremely poor. Poor packaging shows how little they care about their customers. Once someone orders from here, they will most likely never order again.",4.0,2026-05-02T08:06:56.971627+00:00
ChIJFc3v-3BZ4joRSXK6tFFayTU,Kang’s Kitchen,"28/1 Horton Pl, Colombo 00700, Sri Lanka",6.9113107,79.8662465,4.5,1196.0,2.0,62.9,"establishment, food, grocery_or_supermarket, point_of_interest, restaurant, store",0112 697 216,,True,5,"As someone who has been to Korea many times, I can confidently say that this Korean home-style restaurant is incredibly authentic! We chose it as our last meal in Sri Lanka, and we absolutely didn’t regret it.
The restaurant has a cozy, homey interior, and the four of us ordered quite a lot of dishes (the portions were much bigger than we expected, haha). Even so, we still finished almost everything — which shows just how delicious the food is.
My personal favorite Korean dishes are Gamjatang and Yukgaejang, and the versions here were pretty good as well. It would be even better if the beef in the soup could be the typical shredded beef commonly used in Korea.
The fried chicken, tteokbokki, spicy stir-fried pork, jjajangmyeon, and kimchi pancake were all excellent too. And don’t miss the desserts — they were surprisingly good!
Considering the quality and authenticity, the price is quite reasonable for Colombo. I highly recommend this place! | Kang’s Kitchen Authentic Korean Restaurant was my first visit, and I really enjoyed the experience. The vibe is great, and K-POP fans will absolutely love the place — it’s filled with K-POP posters that add a fun and lively atmosphere. It’s best to make a reservation before visiting. Parking can be a bit tricky since the location and access road are quite small, but there is a valet available who helps manage parking, which makes things easier. The food is great, and you’ll definitely enjoy the authentic Korean flavors here. A nice spot for Korean food lovers. | I've always wanted to try Korean food, and I finally got the chance recently at Kang's Kitchen. The flavors were absolutely mouth watering, and everything we ordered was delicious. I may have gone a bit overboard with ordering and ended up stuffing muself, but it was totally worth it.

The service was really good, friendly, attentive, and quick. The food was beautifully presented and very eye-pleasing, with perfect portion sizes. I especially loved how well the flavors were balanced, with just the right mix of sweet and spice.

The interior is also done really well and adds to the overall experience. Even though I'm not a Kpop fan, I think Kpop lovers would really enjoy the upstairs area, where the walls and ceiling are filled with posters and themed decor. Overall, it was a great first experience with korean food, and I'd definitely go back. | We visited Kang’s Kitchen – Colombo 7 for our very first Korean dining experience in a Sri Lankan restaurant, and it truly exceeded our expectations. We ordered Jajangmyeon, Dak Bokkeum with steamed rice, along with a mango juice and Coca-Cola Zero.
The staff was very supportive, especially when helping us choose dishes since we were new to Korean cuisine. The food was absolutely delicious, rich in flavor and very satisfying. We also loved the restaurant’s cozy and vibrant vibe, which made the experience even better.
Our total bill was around LKR 9,000, which felt reasonable for the quality and authenticity offered.
Overall, a wonderful first taste of Korean food in Sri Lanka 🇱🇰 we’d definitely visit again! | I had the opportunity to enjoy the delicious and authentic Korean cuisine at this restaurant. The food was truly flavorful and absolutely finger-licking good! I was very satisfied with both the taste and the service. Highly recommended for anyone who loves genuine Korean food.",5.0,2026-05-02T08:06:56.971627+00:00
ChIJU2tRjPtZ4joRjYMG2r-zuyk,Venus Grill,"112 Bankshall St, Colombo 01100, Sri Lanka",6.938329299999999,79.8511011,4.0,7.0,,29.6,"establishment, food, point_of_interest, restaurant",,,True,5,"A famous and well known place in Pettah for its Grill Buns and Cup of tea. This has been the kind of combo for any individual who comes to eat here .

I've tried all the buns at their shop . Except for the curry filling other buns are filled with Nuggets mostly. The best part is that it's grilled at a high temperature in an electric toaster that makes it crispy and fresh .

Their is soo special they add cardamom and ginger . | Great and authentic lunch in Colombo! Staff very friendly and helpful | famous grill bun shop at pettah near the kovil... famous with locals and foreigners.... | A place in pettah we always stop by the food is cheap and very tasty. It's always value for money and the best place for tea. | The wait picked his nose and touch the food with same hand and served to the customer, so soon I leaved this place without ordering anything",3.6,2026-05-02T08:06:56.971627+00:00
ChIJY7dvG3ZZ4joRXKdXdIAub_U,Zylan Colombo,"115 Rosmead Pl, Colombo 00700, Sri Lanka",6.913980199999999,79.8740116,4.4,425.0,,51.6,"establishment, food, lodging, point_of_interest, restaurant",0112 686 883,http://www.zylancolombo.com/,True,5,"Stayed here based on a recommendation of friends who live in the area. For a boutique hotel of this level we did not expect our room to look like this.

The hotel is very nice in the lobby and restaurant area. However, the room they assigned us (204) was a different story. The first night there the aircon didn’t work correctly. Then the fan went out in the room. The next day they said it would be fixed but it wasn’t. Instead of moving us to another room they had in this room and took the TV too since the air on was leaking on the table. Finally by day 3 the aircon got fixed along with the fan.

The shower was disgusting as the tile looked like it hadn’t been scrubbed in quite a while with moldy grout. They came in to clean it after we complained. The pictures show after the cleaning.

Went to use the pool on day 2 but it was so cloudy we were afraid to swim in it. So we paid for a hotel where we could not use the pool.

The only positives we had were the service of the staff and the breakfast each morning. The food choices were great and delicious. If a little more care was provided to the rooms themselves the place would have been spectacular. | Nice for a lunch or dinner out. Not very crowded and can easily reserve. Have outdoor and indoor areas. Great for pictures. Food at Zen restaurant is very tasty. Must try the prawn tempura. Tender and succulent. | This tastefully designed boutique hotel in the heart of Colombo is my go-to whenever I visit. The spaces perfectly balance luxury and comfort, the staff are so welcoming and accommodating and every meal is a unique experience from creative fusion dishes to traditional delights. The rooms are spacious and comfortable with so much care and attention to detail adding to the bespoke experience. I couldn’t recommend Zylan enough if you’re looking for a perfectly located escape and unforgettable experience.  Thank you to the Zylan team. | We had a lovely stay at Zylan.  The hotel is real sanctuary from the hectic city outside.

Our room was big and comfortable, and the spa bath was a lot of fun.  The restaurant area is set in a lovely and cool atrium sort of room, with little courtyards leading off it.  Was a beautiful place to have a quiet breakfast.

And the rooftop bar and swimming pool was pretty awesome.

All in all a great experience.  Thanks guys! | From the moment we arrived at Zylan we felt so welcomed and in boutique luxury! The decor and interior design is incredible- there are so many beautiful spots to hang out comfortably. We stayed in room 203 and it was perfect! Spotlessly clean, fresh and the bed was super comfortable too with so much space. ALL the staff were super friendly throughout our stay - special mention to housekeeper Nimal who always stopped for a merry chat!:) highly reccomend if you’re looking for a unique getaway.",4.6,2026-05-02T08:06:56.971627+00:00
ChIJo_OAIbhb4joRE3KUOx5W_K8,Chana's - Wellawatte,"W, 54 W.A. Silva Mawatha, Colombo 00600, Sri Lanka",6.875883,79.8631211,3.9,1630.0,2.0,67.1,"establishment, food, point_of_interest, restaurant",0117 939 788,http://www.chanas.lk/,True,5,"Last week, I visited Chana’s Restaurant, located in Wellawatta.
We ordered chicken gravy with butter naan and chicken biryani, and both dishes were very tasty and delicious. We also tried a chocolate milkshake, which was also really good.
The interior design is nice and pleasant, and the staff were friendly, making the experience enjoyable.
Overall, it was a satisfying visit, and I would recommend this place. 🍛🥤✨ | Had a great experience at Chana’s Restaurant, Wallawaththa. The food was very tasty and fresh, with good portion sizes. The service was friendly and quick, and the place was clean and comfortable. Overall, a very satisfying experience. Highly recommended for anyone looking for good food and great service. | We had Butter Chicken Biriyani. It gives a good authentic taste. Rice and chicken freshly prepared. Good amount of chicken portion added.

Prices are bit higher. Only Biriyani has large portions. Other rice options are comes with single portions.

Good customer service. Table are clean and nice modern interior. | Had lunch at this restaurant and tried the biryani. The food was delicious and well-prepared, with good flavors. Overall, it was an enjoyable meal and a satisfying dining experience. | Just had dinner at Chana’s in Wellawatta and it was an absolutely lovely experience! The food was fresh, full of flavour, and served hot. You can really tell they care about quality here. A special mention to Mr. Upul, who took such great care of us throughout the evening. He was incredibly friendly, accommodating, and attentive, making sure we had everything we needed. His dish recommendations were spot on too. We tried a few things we wouldn’t have picked otherwise, and they turned out to be our favourites of the night.

Overall, great food, great service, and a warm atmosphere. Definitely coming back again soon!",4.4,2026-05-02T08:06:56.971627+00:00
ChIJCSkmIiRa4joR3Pn5wptUMCk,Olive Garden Citi,"348 4th Ln, Colombo 11222, Sri Lanka",6.8934764,79.8897164,4.0,134.0,1.0,47.6,"establishment, food, point_of_interest, restaurant",077 758 5470,,True,5,"Such a waste of money. We bought one vegetable rice and curry and one fish rice and curry. Before we started eating, we asked for the prices since they were not displayed. The owner said the vegetable rice and curry was 300 and the fish rice and curry was 400.

When we ordered, we said we would be eating at the place, but the owner did not inform us that the prices change for dine-in. When we went to pay, he said that since we ate there, the vegetable rice and curry was 400 and the fish rice and curry was 680. He should have informed us beforehand instead of ripping us off.

For the amount we paid, we could have had much better food at Pelessa. In addition, we bought two mixed soya ice creams, and the vanilla ice cream tasted old. The food overall was average.

I do not recommend this place. Don’t go there. | We went to get lunch today, when we inquired the price they said the vegetable rice and curry was 300 and the fish rice and curry was 400 (as of 2025.12.22) so we sat and had one fish and one vegetable rice and curry, but when we went to pay they said vegetable was 400 and fish was 680 because we dine in. There were no notice or they didnt even notify about this prior even when we inquired about it. We ordered ice creams but the vailla ice cream was spoilt. I do not recommend this place | Great and very affordable Sri Lankan rice and curry buffet for lunch. We had the fish rice and curry, and was pleasantly surprised to find it only costs 350 Rp for a good lunch portion. The curry was spicy and flavorful, packs a punch! Seems like a great place for the weekday lunch crowd. | Don't buy the damned fried rice. 1200 and they give a really generic, small portion fried rice. Not worthit | One of the decent places in the Nawala area to eat. The food is really good, if you're a big eater this place has a buffet for lunch  (rise and curry). The prices are reasonable. The place is clean. Since its a family run business you can always speak to the owners for orders regarding takeaways .",2.6,2026-05-02T08:06:56.971627+00:00
ChIJI0IRyyVZ4joR8UM7g4ZVAIM,Burger King - Fort,"Old Dutch Hospital Complex, Courtyard 2 Hospital St, Colombo 00100, Sri Lanka",6.934016600000001,79.84342830000001,4.4,1284.0,2.0,58.4,"establishment, food, point_of_interest, restaurant",0115 123 123,https://burgerking.lk/,True,5,"I was so hungry went to this place ordered a chicken burger they took almost 20 mins to served the burger and was really hot inside the place I know it was sunday quiet day but 20 mins to serve a burger in a fast food shop really more than good enough time and fries also cold. | Apparently they are only open at 10, though the entrance sign says it's open! Secondly, it says they have breakfast menu till 10 & walked in at 9:30 and the cashier said they have only whats on the menu (which is the usual Burger King menu) and when I tried to order from that, cashier said they are only open at 10. Interesting.. false claims and advertising. No wonder why no one walking in anymore.. lazy staff or corporate issue? | Hadn’t had a Burger King in a while so was excited to come here.  We arrived and ordered no problem.  We then sat down to wait for our food and it was really hot in the restaurant and I noticed the AC wasn’t on, I asked them if they could put it on; to which the replied, it was broken.. great start.  The restaurant wasn’t busy at all, there were 4 people in front of us and 3 after us.  We waited 30 minutes to receive 2 whoppers.  Absolutely crazy wait time for a fast food place that wasn’t actually busy.  When the food came the burgers were ok but the fries were completely overdone as if they’d been forgotten about, and had no salt whatsoever.  To top it off they had no ice to go in the soft drinks.  Best to avoid this place, one of the worst BK experiences to date | Food is good quality and service also ok. But atmosphere is not vibe and chill. Not spacious. Not washroom facilities and not having a tap to even wash the hands. Staff is friendly. Good for 2-6 group of members to have a meal. With limited spaces in dutch hospital, Colombo Fort, this is normal. | The only decent item was the fries. The spicy chicken burger had a raw patty, the King Rice gravy was watery and too salty, and service was extremely slow – food came late, making us miss meetings. Staff mishandled complaints, the outlet was poorly maintained, and orders were repeatedly missed. Very disappointing experience, not up to Burger King standards.",2.4,2026-05-02T08:06:56.971627+00:00
ChIJXTCqfepZ4joRQDTuRIZqirY,Colombo Dutch Hospital (Fort),"Hospital St, Colombo 00100, Sri Lanka",6.9338786,79.8433874,5.0,1.0,,22.9,"establishment, food, point_of_interest, restaurant, shopping_mall, store, tourist_attraction",076 747 1863,,True,1,"Highly recommended for a relaxed evening out, premium dining, or picking up authentic, high-quality Sri Lankan gifts in a beautifully preserved historic setting.",5.0,2026-05-02T08:06:56.971627+00:00
ChIJU7w7sLFb4joRSnZtDEr9Av8,Curry Cabin By Nandani,"129 Sri Saranankara Rd, Dehiwala-Mount Lavinia, Sri Lanka",6.869235799999999,79.866736,4.1,25.0,,41.0,"establishment, food, point_of_interest, restaurant",077 348 2526,,True,5,"Short eats are truly nice. Carefully prepared. Not oily, soggy or stale. The owner takes orders for shorteats and is able to customize it. | This place is good. The burgers were yummy but I was most satisfied with their customer service. There was an issue with the driver and we didn't get a portion of our fries, Curry Cabin sent us a new portion and added some nuggets too which was a pleasant surprise. Its the little things that make the customer experience more memorable 🥺❤️ Thank you Curry Cabin☺️ | Super place, Great food at a  affordable price. Have tried their
Rice and curry
Hot roles
Fried rice
Nasi Goran
and they all taste really good. Really nice people as well. Take away only and they take bulk orders for roles and stuff as well | Please try to improve your customer service. Feels very disgusting about the way they treated me. I just went to this place yesterday and requested some food that costs around 110 rupees. When i tried to pay it from a 500 a lady from a corner started yelling no changes. Then the lady that i asked food for, just ignored me like nothing and started talking a new customer. Then i asked again wether they have changes. Then that lady from the corner started yelling like මාරු නෑ මාරු නෑ and they just ignored me to give the food i requested. So i walked away and decided never to come this horrible place again. | Small but a lovely business place running by a very lovely family. Highly recommend their food..",4.0,2026-05-02T08:06:56.971627+00:00
ChIJmzIcuBtb4joRkbc-BFdWMMM,Arthur's Pizzeria - Mount Lavinia,"220 Galle Rd, Dehiwala-Mount Lavinia 10370, Sri Lanka",6.841793999999999,79.866795,4.6,4848.0,2.0,65.8,"establishment, food, point_of_interest, restaurant",0117 955 955,http://www.arthurs.lk/,True,5,"Ordered 4 cheese and magarita half half pizza. Pizza was tasty. We think you can do more with topping extra 250 was charged for mushrooms but there were about 3 of them. Providing sause is nice.
Then we ordered lime n sprite juice which was 695. It is not worthy.
Service is good.
Please introduce sea food range. | Good service, very nice dough and fresh ingredients. They even have a collection of their own hot sauces which are very nice!! Would recommend:) | Absolutely loved this pizza place! The food was topnotch fresh, tasty, and full of flavor. The staff were friendly, professional, and provided very polite service throughout. The restaurant was clean, well maintained, and had a welcoming vibe that made the dining experience even better. Highly recommend it to any pizza lover looking for great food and excellent service. Will definitely come back again! | Nimantha was nothing short of exceptional. Attention to details and courtesy on point. Had the Gym bro BBQ pizza and for the value the protein gains and taste were all worth it. Can’t wait to come back | I highly recommend this place for a unique pizza experience.. If you visit, be sure to order the Nai Miris pizza, which is a spicy and delicious Sri Lankan chili-based pizza. The vibe of this place has changed from its previous atmosphere (I love that days) it has now become a calm and quiet spot.. The service is excellent, and the prices are reasonable. It's very easy to find, as it is located by the seaside on Galle Road, next to the Lion Pub.",4.8,2026-05-02T08:06:56.971627+00:00
ChIJK73KQv1Y4joRci9zeWSZKbg,Shri Vani Vilas - Colombo 12,"256 M. J. M. Lafeer Mawatha, Colombo, Sri Lanka",6.9416838,79.86461419999999,4.1,3863.0,2.0,72.2,"establishment, food, point_of_interest, restaurant",0112 322 922,,True,5,"We decided to dine here recently and had a mixed but ultimately positive experience.

The 1st-floor AC family room is a great choice if you're with family, especially since the ground floor was fully packed and a bit too rushed for our liking. The ambiance on the first floor was calm and comfortable.

A special shout-out to the staff, who were incredibly friendly. It’s worth noting that only one person serviced the entire first floor, but since there were only a few customers, we didn't experience any service delays.

We ordered a few items, including meals, Onion Dosa, and Garlic Masala Dosa—all of which were good. The only miss was the Schezwan Veg Fried Rice, which we didn't enjoy. However, the way the staff handled the situation was impressive. When we pointed it out, they immediately offered not to charge us for it. We told them it was fine and asked for it as a takeaway instead, so they kindly redid the dish for us. That kind of hospitality goes a long way.
The only downside was the parking, which was a bit of a problem due to the rush downstairs. If you're visiting with family, definitely head straight to the first floor for a more peaceful experience! | Delicious South Indian Comfort!
Vani Vilas is a true gem for authentic South Indian food. From crispy dosas to flavorful biryani and perfectly spiced curries, every bite is a delight. The staff are warm and welcoming, making you feel right at home. Perfect for a quick meal or a cozy family outing. Don’t miss it! | This spot offers a decent, budget-friendly experience centered more on value and service than culinary excellence.

· Friendly Staff
· Reasonable Prices: You get fair value for what you pay—no surprises on the bill.
· Good Atmosphere (if busy): The place has a lively, popular vibe, though it can feel crowded.

What could be better:

· Food is Average: While edible and satisfying for the price, the dishes lack standout flavor or freshness. Improvement in taste and preparation would make a big difference.
· No Dedicated Parking: This is a significant inconvenience.
· Often Very Busy: Be prepared to wait or feel cramped during rush times, which affects the overall comfort. | The food was good, and the waitress was attentive and eager to serve us.

However, the main downside was that the floor had not been properly cleaned. As shown in the photos I uploaded, there were dead roaches visible on the floor.

I am not personally afraid of roaches, but in the hospitality—especially the food—business, this is unacceptable. The presence of dead roaches suggests an underlying pest issue, which is unhygienic. It also appears that poison may have been used, but the area was not properly cleaned afterward. Cleanliness is critical in a restaurant, and this was disappointing. | A great Indian restaurant for delicious vegetarian food. We ordered Paneer 65 Biriyani and Vegetable String Hopper Kottu with gravy via Uber Eats, and the delivery to Kadawatha took less than an hour. The food arrived fresh, hot, and well-packed. Both dishes were flavorful, aromatic, and made with a nice mix of ingredients. Highly recommended!",4.2,2026-05-02T08:06:56.971627+00:00
ChIJT0w2CTtZ4joRFlxN8qE_wX0,Shangri-La Colombo,"2, 1 Colombo - Galle - Hambantota - Wellawaya Hwy, Colombo 00200, Sri Lanka",6.928535399999999,79.84443619999999,4.6,16729.0,,76.0,"establishment, food, lodging, point_of_interest, restaurant",0117 888 288,http://www.shangri-la.com/colombo/shangrila,True,5,"I had a wonderful stay at Shangri-La Colombo. The hotel is very clean, the rooms are beautiful and comfortable, and the food was excellent.

What truly makes this hotel special is the staff. Everyone is very welcoming and professional. A special thanks to Oshadith at the pool area — he is always smiling and greeting guests warmly. His positive attitude made my day every time I came to the pool.

I would definitely look forward to staying here again. | Shangri-La Colombo represents modern luxury in the heart of Sri Lanka’s capital city. The hotel’s elegant design, combined with world-class service, creates an exceptional experience from check-in to departure.

The rooms are spacious and beautifully furnished, offering stunning views of the Indian Ocean or the city skyline. The bed was incredibly comfortable, and the bathroom featured premium amenities that added to the luxury feel.

The dining options are outstanding, with several high-quality restaurants offering international and Asian cuisine. Breakfast was a grand experience, with an impressive variety of fresh fruits, pastries, hot dishes, and local specialties.

The pool area is peaceful despite being located in the city, and the fitness center is well-equipped. The staff were professional, courteous, and always attentive without being intrusive.

Its central location makes it convenient for exploring Colombo’s attractions, shopping malls, and business districts. Shangri-La Colombo is ideal for both business travelers and tourists looking for comfort and sophistication in the capital. | Excellent hotel worthy of the 5 star rating. When you arrive the doormen welcome you and carry your luggage. The check-in experience was smooth and we appreciated the informal chats and tips of the staff. The rooms are luxurious with contemporary art and designed in a local but modern aesthetic.

The breakfast buffet is excellent and is now my standard for 5 star hotels. So many different options from pastries to sushi, along with many cooks who can make you eggs the way you like them, pancakes and much more. In the evening this buffet serves even more kinds of hot food and I recommend you try it out.

Overall Shang-Ri La Colombo has raised my bar for what I expect out of a 5 star hotel and  is an excellent first or final stop for tourists visiting Sri Lanka. | We stayed in Shangrila-la hotel on 8th and 12th January 2026. We had 4 rooms, rooms are luxurious, sea and port city view is amazing. Check in was smooth and quick. Club lounge service is professional and staffs are Always helpful.
One of the  area we throughly enjoyed was  Breakfast buffet. So much tasty food and enjoyed your Yara Tea . Pool and the steam room was awesome. Lobby bar is a relaxing place to sit and enjoy your tasty pice of cake and tea
We enjoyed well our stay in the hotel and would like to Thank Julian Front Office Manger, Restaurant manage Maki and Tharaka at the executive lounge for your great hospitality | Beautiful hotel. The service here is top notch. Very nice rooms, they’re starting to get a bit dated now that the hotel is about 10 years old and popular, so the traffic is clearly high.  But the food at the restaurants is excellent, the amenities are superb, it’s connected to a huge mall, safe and secure. Nowhere better to stay if visiting Colombo.",5.0,2026-05-02T08:06:56.971627+00:00
ChIJN6GPIV5Z4joRU1-gmfmP5eo,Sakura Restaurant (Kinjou Restaurant),"33 Amarasekara Mawatha, Colombo 00500, Sri Lanka",6.885150599999999,79.8662966,3.9,501.0,2.0,59.8,"establishment, food, point_of_interest, restaurant",0112 591 728,,True,5,"It’s a very old building but when you go inside it gives the true Japanese vibe. Not crowded at all. Food is really good. We ordered a Mixed Chopsuey Rice and a Manchurian Chicken. Well, it was our first lunch date. | 1. Gyu niku beef is not soft.
2. Non environmental friendly restaurant
3. They use single use plastic bags and containers
4. They billed me plastic bags and plastic container without my knowledge
5. Other restaurants in town they use paper psgs and cardboard boxes without extra cost to customers also environment friendly
Eg: chinese dragon restaurant | Went there after years and the food is still very tasty , staff is very courteous and shows better hospitality than some of the new high end restaurants in Colombo , atmosphere can use some improvement but it adds to the old school charm , still like the same place I went to as a child with my parents. Very nostalgic. I recommend the chicken and cashew nuts and the hot  garlic prawns . | I've been coming here for 25 years and they have maintained the food standards. I would highly recommend their bean curd home style. Personally, I think they do the best vegetarian Chinese food around. My wife loves the Black Pepper Pork (she is from Ja Ela). | Went in a weekend the place was not crowded so had a peaceful dinner. Food and service was excellent but the place could have been a bit brighter but overall it’s a nice place to hangout with friends and family. Specially I liked the dishes we ordered.",4.2,2026-05-02T08:06:56.971627+00:00
